X,Y,FID,CalcLocati,CalcLoca_1,CalcLoca_2,Name,Address,City,State,Zip,formated_p,Status,Icon,Type_,ObjectId
-97.5025,25.9432,230,"25.94317400,-97.50251700",-97.502517,25.943174,FMC DIALYSIS SERVICES OF NORTH BROWNSVILLE,"1900 N. EXPRESSWAY, SUITE E",BROWNSVILLE,TX,78521,Please call patient admission line,open,small_green,Dialysis Center,130
-95.2237,31.9636,231,"31.96358700,-95.22365800",-95.223658,31.963587,JACKSONVILLE DIALYSIS CENTER,908 STATE HWY 456,JACKSONVILLE,TX,75766,Please call patient admission line,open,small_green,Dialysis Center,131
-97.6998,31.0852,232,"31.08515700,-97.69980300",-97.699803,31.085157,SCOTT & WHITE KILLEEN DIALYSIS CENTER,3701 SCOTT & WHITE DRIVE,KILLEEN,TX,76541,Please call patient admission line,open,small_green,Dialysis Center,132
-97.38,31.0748,233,"31.07484500,-97.38000100",-97.380001,31.074845,SCOTT & WHITE ARTIFICAL KIDNEY UNIT,2601 THORTON LANE,TEMPLE,TX,76508,Please call patient admission line,open,small_green,Dialysis Center,133
-106.4061,31.8984,234,"31.89838000,-106.40607500",-106.406075,31.89838,TRANSMOUNTAIN DIALYSIS,5800 WOODROW BEAN,EL PASO,TX,79924,Please call patient admission line,open,small_green,Dialysis Center,134
-97.1628,33.6463,235,"33.64625300,-97.16279600",-97.162796,33.646253,DIALYSIS COTTAGE,1902 HOSPITAL BLVD,GAINESVILLE,TX,76240,Please call patient admission line,open,small_green,Dialysis Center,135
-98.5007,28.9491,236,"28.94910000,-98.50065700",-98.500657,28.9491,USRC ATASCOSA COUNTY DIALYSIS,1320 WEST OAKLAWN SUITE G & H,PLEASANTON,TX,78064,Please call patient admission line,open,small_green,Dialysis Center,136
-97.1887,31.5884,237,"31.58844300,-97.18866000",-97.18866,31.588443,FRESENIUS MEDICAL CARE WACO LAKESHORE,2420 LAKESHORE DRIVE,WACO,TX,76708,Please call patient admission line,open,small_green,Dialysis Center,137
-106.4859,31.7782,238,"31.77824100,-106.48591200",-106.485912,31.778241,DaVita El Paso Peritoneal Dialysis,1310 MURCHINSON DRIVE,EL PASO,TX,79902,Please call patient admission line,open,small_green,Dialysis Center,138
-97.7406,32.7575,239,"32.75753000,-97.74059600",-97.740596,32.75753,DaVita Dialysis Care of Weatherford,2107 FORT WORTH HIGHWAY,WEATHERFORD,TX,76086,Please call patient admission line,open,small_green,Dialysis Center,139
-95.5696,29.9924,240,"29.99236800,-95.56959500",-95.569595,29.992368,DaVita Vintage Dialysis,20025 Chasewook Park Drive,HOUSTON,TX,77070,Please call patient admission line,open,small_green,Dialysis Center,140
-95.6406,29.7044,241,"29.70442200,-95.64055700",-95.640557,29.704422,Bellaire Dialysis,14412 Bellaire Blvd.,SUGAR LAND,TX,77478,Please call patient admission line,open,small_green,Dialysis Center,141
-96.0783,30.0974,242,"30.09744000,-96.07829000",-96.07829,30.09744,DaVita Clear Creek Dialysis,220 Cottonwood Dr,HEMPSTEAD,TX,77445,Please call patient admission line,open,small_green,Dialysis Center,142
-98.051,26.1822,243,"26.18222600,-98.05099200",-98.050992,26.182226,DaVita Donna Dialysis,1006 East Hwy 2,DONNA,TX,78537,Please call patient admission line,open,small_green,Dialysis Center,143
-111.2338,36.1302,244,"36.13019600,-111.23376600",-111.233766,36.130196,032506 TUBA CITY DIALYSIS UNIT (DVA),500 Edgewater Drive,TUBA CITY,AZ,86045,Please call patient admission line,open,small_green,Dialysis Center,144
-106.0087,38.5428,245,"38.54278400,-106.00868900",-106.008689,38.542784,062315 Heart of the Rockies Regional Dialysis Center,1000 Rush Drive,SALIDA,CO,81201,Please call patient admission line,open,small_green,Dialysis Center,145
-105.9017,37.4797,246,"37.47973000,-105.90168100",-105.901681,37.47973,062550 ALAMOSA DIALYSIS (DVA),612 DEL SOL DR,ALAMOSA,CO,81101,Please call patient admission line,open,small_green,Dialysis Center,146
-116.024,36.215,247,"36.21504900,-116.02402400",-116.024024,36.215049,292511 PAHRUMP DIALYSIS CENTER (DVA),330 S LOLA LN STE 100,PAHRUMP,NV,89048,Please call patient admission line,open,small_green,Dialysis Center,147
-104.4392,36.9034,248,"36.90336000,-104.43915000",-104.43915,36.90336,322526 RATON DIALYSIS (DCI),900 S SIXTH ST,RATON,NM,87740,Please call patient admission line,open,small_green,Dialysis Center,148
-105.9549,35.6602,249,"35.66019200,-105.95494500",-105.954945,35.660192,322538 SANTA FE HOME (FMC),"2100 CALLE DE LA VUELTA, Suite A101",SANTA FE,NM,87505,Please call patient admission line,open,small_green,Dialysis Center,149
-106.3126,35.4803,250,"35.48031000,-106.31259400",-106.312594,35.48031,322539 KEWA PUEBLO (DCI),85 W HIGHWAY 22,KEWA PUEBLO,NM,87052,Please call patient admission line,open,small_green,Dialysis Center,150
-108.7379,35.535,251,"35.53498300,-108.73794900",-108.737949,35.534983,"322554- SOLID ROCK DIALYSIS, LLC",1580 STATE RD 264,GALLUP,NM,87301,Please call patient admission line,open,small_green,Dialysis Center,151
-111.8407,40.771,252,"40.77095500,-111.84075000",-111.84075,40.770955,462320 PRIMARY CHILDREN'S DIALYSIS CENTER,81 NORTH MARIO CAPECCHI DR,SALT LAKE CITY,UT,84113,Please call patient admission line,open,small_green,Dialysis Center,152
-110.9703,41.255,253,"41.25499600,-110.97032400",-110.970324,41.254996,533501 EVANSTON REGIONAL HOSPITAL/DIALYSIS,112 YELLOWCREEK RD,EVANSTON,WY,82930,Please call patient admission line,open,small_green,Dialysis Center,153
-116.59,43.6004,254,"43.60041900,-116.59003300",-116.590033,43.600419,NAMPA DIALYSIS CENTER,846 PARKCENTRE WAY,NAMPA,ID,83651,Please call patient admission line,open,small_green,Dialysis Center,154
-114.4861,42.591,255,"42.59103300,-114.48612700",-114.486127,42.591033,MAGIC VALLEY KIDNEY CENTER,350 N HAVEN DR STE 100,TWIN FALLS,ID,83301,Please call patient admission line,open,small_green,Dialysis Center,155
-116.9247,44.0241,256,"44.02408200,-116.92470100",-116.924701,44.024082,DaVita Fruitland Dialysis,815 NW 13TH ST,FRUITLAND,ID,83619,Please call patient admission line,open,small_green,Dialysis Center,156
-105.1897,48.1155,257,"48.11552200,-105.18970100",-105.189701,48.115522,FT PECK TRIBAL DIALYSIS UNIT,"107 ""H"" ST E",POPLAR,MT,59255,Please call patient admission line,open,small_green,Dialysis Center,157
-108.6232,45.7567,258,"45.75665600,-108.62323000",-108.62323,45.756656,DCI  BIG SKY,720 Saint Mary Way,Billings,MT,59106,Please call patient admission line,open,small_green,Dialysis Center,158
-114.1272,47.6851,259,"47.68509700,-114.12717400",-114.127174,47.685097,FRESENIUS MEDICAL CARE POLSON,305 RIDGEWATER DR,POLSON,MT,59860,Please call patient admission line,open,small_green,Dialysis Center,159
-114.1262,47.6848,260,"47.68478000,-114.12618300",-114.126183,47.68478,DCI POLSON,303 RIDGEWATER DR,POLSON,MT,59860,Please call patient admission line,open,small_green,Dialysis Center,160
-118.6863,45.644,261,"45.64395000,-118.68626800",-118.686268,45.64395,BLUE MOUNTAIN KIDNEY CENTER,72556 COYOTE RD,PENDLETON,OR,97801,Please call patient admission line,open,small_green,Dialysis Center,161
-119.18,46.2711,262,"46.27105300,-119.18003500",-119.180035,46.271053,MID-COLUMBIA KIDNEY CENTER,6825 BURDEN BLVD STE A,PASCO,WA,99301,Please call patient admission line,open,small_green,Dialysis Center,162
-117.9232,48.5582,263,"48.55822600,-117.92316600",-117.923166,48.558226,DaVita Echo Valley Dialysis,198 PONDEROSA RD,COLVILLE,WA,99114,Please call patient admission line,open,small_green,Dialysis Center,163
-121.9637,38.27,264,"38.27001600,-121.96370800",-121.963708,38.270016,DAVID GRANT MEDICAL CENTER,101 Bodin Cir,Fairfield,CA,94535,Please call patient admission line,open,small_green,Dialysis Center,164
-121.9791,37.3224,265,"37.32244100,-121.97907000",-121.97907,37.322441,Satellite Dialysis Stevens Creek,4360-A Stevens Creek Blvd,SAN JOSE,CA,95129,Please call patient admission line,open,small_green,Dialysis Center,165
-121.2828,37.8829,266,"37.88294000,-121.28276300",-121.282763,37.88294,SAN JOAQUIN GENERAL HOSPITAL DIALYSIS CENTER,7783 SOUTH FREEDOM ROAD,FRENCH CAMP,CA,95231,Please call patient admission line,open,small_green,Dialysis Center,166
-156.4912,20.8851,267,"20.88513400,-156.49124900",-156.491249,20.885134,Fresenius Kidney Care Maui Ckd,105 MAUI LANI PARKWAY,WAILUKU,HI,96793,Please call patient admission line,open,small_green,Dialysis Center,167
-157.0194,21.0897,268,"21.08972300,-157.01941400",-157.019414,21.089723,MOLOKAI DIALYSIS FACILITY,28 KAMOI STREET SUITE 400,KAUNAKAKAI,HI,96748,Please call patient admission line,open,small_green,Dialysis Center,168
-121.5042,38.651,269,"38.65100200,-121.50416100",-121.504161,38.651002,NATOMAS DIALYSIS,30 G0LDENLAND COURT BUILDING G,SACRAMENTO,CA,95834,Please call patient admission line,open,small_green,Dialysis Center,169
-120.0589,36.7341,270,"36.73405300,-120.05885600",-120.058856,36.734053,"KERMAN DIALYSIS CENTER, LLC",14945 WEST WHITEBRIDGE AVENUE,KERMAN,CA,93630,Please call patient admission line,open,small_green,Dialysis Center,170
-118.2971,34.1727,271,"34.17270500,-118.29707500",-118.297075,34.172705,DaVita Glendale Heights,6850 Dan Fernando Rd,Glendale,CA,91201,Please call patient admission line,open,small_green,Dialysis Center,171
-118.1632,34.6908,272,"34.69079300,-118.16317500",-118.163175,34.690793,DaVita-Antelope Valley Dialysis,"1759 W. Avenue J, Suite 102",Lancaster,CA,93534,Please call patient admission line,open,small_green,Dialysis Center,172
-117.562,33.9273,273,"33.92731600,-117.56197400",-117.561974,33.927316,DaVita-Norco Dialysis Center,"1901 Town and Country Drive, Suite 100",Norco,CA,92860,Please call patient admission line,open,small_green,Dialysis Center,173
-118.2557,34.0271,274,"34.02709800,-118.25568800",-118.255688,34.027098,DaVita-Carabello Dialysis Center,757 E. Wahington Blvd.,Los Angeles,CA,90021,Please call patient admission line,open,small_green,Dialysis Center,174
-119.036,36.0785,275,"36.07851000,-119.03596500",-119.035965,36.07851,"Dialysis Center of Porterville, LLC",841 & 847 W. Henderson Ave.,PORTERVILLE,CA,93257,Please call patient admission line,open,small_green,Dialysis Center,175
-90.2395,38.757,276,"38.75696900,-90.23950500",-90.239505,38.756969,Chambers Dialysis,10241 Lewis & Clark Boulevard,SAINT LOUIS,MO,63136,Please call patient admission line,open,small_green,Dialysis Center,176
-75.889,39.8217,277,"39.82174300,-75.88899000",-75.88899,39.821743,DaVita Jennersville Dialysis Center,"1011 West Baltimore Pike, Suite 107",West Grove,PA,19390,Please call patient admission line,open,small_green,Dialysis Center,177
-80.1691,39.4402,278,"39.44024900,-80.16906900",-80.169069,39.440249,FMC - FAIRMONT,2231 LANDING LANE,Pleasant Valley,WV,26554,Please call patient admission line,open,small_green,Dialysis Center,178
-83.9829,30.8356,279,"30.83562900,-83.98292900",-83.982929,30.835629,Fresenius Kidney Care Thomasville,300 W JACKSON STREET,THOMASVILLE,GA,31792,Please call patient admission line,open,small_green,Dialysis Center,179
-84.921,34.4854,280,"34.48543500,-84.92103000",-84.92103,34.485435,Fresenius Kidney Care Gordon County,857 CURTIS PKWY SE,CALHOUN,GA,30701,Please call patient admission line,open,small_green,Dialysis Center,180
-80.0622,34.3619,281,"34.36187800,-80.06222500",-80.062225,34.361878,DaVita Harts Dialysis,1015 S. 4th Street,HARTSVILLE,SC,29550,Please call patient admission line,open,small_green,Dialysis Center,181
-87.2821,33.8511,282,"33.85110500,-87.28205500",-87.282055,33.851105,DaVita Walker County Dialysis,260 6th Avenue Northwest,JASPER,AL,35504,Please call patient admission line,open,small_green,Dialysis Center,182
-89.2909,31.9651,283,"31.96505900,-89.29086400",-89.290864,31.965059,BAY SPRINGS DIALYSIS,14 BAY AVENUE,BAY SPRINGS,MS,39422,Please call patient admission line,open,small_green,Dialysis Center,183
-84.752,42.2634,284,"42.26336800,-84.75199300",-84.751993,42.263368,"OAKLAWN DIALYSIS CENTER OF ALBION, LLC",350 B DR N,ALBION,MI,49224,Please call patient admission line,open,small_green,Dialysis Center,184
-92.0711,30.5432,285,"30.54324700,-92.07109800",-92.071098,30.543247,DCI - OPELOUSAS,927 E PRUDHOMME ST,OPELOUSAS,LA,70570,Please call patient admission line,open,small_green,Dialysis Center,185
-104.7168,40.3944,286,"40.39444200,-104.71682800",-104.716828,40.394442,062510 GREELEY DIALYSIS (FMC),2343 W 27TH ST STE 503,GREELEY,CO,80634,Please call patient admission line,open,small_green,Dialysis Center,186
-114.8833,39.2521,287,"39.25213000,-114.88328100",-114.883281,39.25213,292550 SANDERLING DIALYSIS CENTER,701 E 15TH ST,ELY,NV,89301,Please call patient admission line,open,small_green,Dialysis Center,187
-108.7987,35.0845,288,"35.08452500,-108.79867000",-108.79867,35.084525,322535 RED ROCKS DIALYSIS - ZUNI,301 N B St,ZUNI,NM,87327,Please call patient admission line,open,small_green,Dialysis Center,188
-119.3122,45.8458,289,"45.84577400,-119.31222000",-119.31222,45.845774,HERMISTON COMMUNITY DIALYSIS CENTER,1155 WEST LINDA AVE SUITE A,HERMISTON,OR,97838,Please call patient admission line,open,small_green,Dialysis Center,189
-87.8535,41.6507,290,"41.65073800,-87.85347400",-87.853474,41.650738,DaVita Palos Park Dialysis,13155 S. LAGRANGE ROAD,ORLAND PARK,IL,60462,Please call patient admission line,open,small_green,Dialysis Center,190
-95.529,29.5379,291,"29.53790100,-95.52900500",-95.529005,29.537901,DaVita Sienna Plantation Dialysis,9340 HIGHWAY 6 STE 400,MISSOURI CITY,TX,77459,Please call patient admission line,open,small_green,Dialysis Center,191
-87.8422,32.4987,292,"32.49865800,-87.84219000",-87.84219,32.498658,DaVita White Bluff Dialysis,"505 Highway 80 W, Suite F",DEMOPOLIS,AL,36732,Please call patient admission line,open,small_green,Dialysis Center,192
-66.6625,17.986,293,"17.98602300,-66.66255000",-66.66255,17.986023,FMC Ponce Centro,7309 CALLE RAMON POWER,PONCE,PR,717,Please call patient admission line,open,small_green,Dialysis Center,193
-79.8536,40.1839,294,"40.18385600,-79.85364200",-79.853642,40.183856,FRESENIUS KIDNEY CARE - DONORA,470 Galiffa Drive,Donora,PA,15033,Please call patient admission line,open,small_green,Dialysis Center,194
-79.5979,40.4023,295,"40.40227400,-79.59787800",-79.597878,40.402274,FRESENIUS KIDNEY CARE - MURRYSVILLE,20 Wesco Drive,Export,PA,15632,Please call patient admission line,open,small_green,Dialysis Center,195
-76.4465,41.784,296,"41.78403800,-76.44649700",-76.446497,41.784038,"BIO MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",603 William Street,Towanda,PA,18848,Please call patient admission line,open,small_green,Dialysis Center,196
-83.2936,30.865,297,"30.86500800,-83.29361700",-83.293617,30.865008,DaVita Oak Street Dialysis,2704 N OAK STREET BUILDING H,VALDOSTA,GA,31602,Please call patient admission line,open,small_green,Dialysis Center,197
-85.2651,34.9502,298,"34.95016500,-85.26508100",-85.265081,34.950165,DCI FORT OGLETHORPE,201 THOMAS ROAD,FORT OGLETHORPE,GA,30742,Please call patient admission line,open,small_green,Dialysis Center,198
-77.3891,35.5596,299,"35.55955700,-77.38914400",-77.389144,35.559557,Fresenius Kidney Care Captains Cove,565 Regency Blvd,Winterville,NC,28590,Please call patient admission line,open,small_green,Dialysis Center,199
-80.9296,33.9501,300,"33.95010200,-80.92959500",-80.929595,33.950102,FRESENIUS MEDICAL CARE LOWER RICHLAND,1840 PINEVIEW DRIVE,COLUMBIA,SC,29209,Please call patient admission line,open,small_green,Dialysis Center,200
-86.9187,33.4569,401,"33.45688600,-86.91868800",-86.918688,33.456886,FMC MIDFIELD DIALYSIS,613 BESSEMER SUPER HIGHWAY,BIRMINGHAM,AL,35228,Please call patient admission line,open,small_green,Dialysis Center,201
-86.9682,31.4414,402,"31.44143500,-86.96825000",-86.96825,31.441435,DCI EVERGREEN,822 WILD AVENUE,EVERGREEN,AL,36401,Please call patient admission line,open,small_green,Dialysis Center,202
-85.848,31.2909,403,"31.29091100,-85.84796500",-85.847965,31.290911,DaVita Enterprise Dialysis,6002 BOLL WEEVIL CIRCLE,ENTERPRISE,AL,36330,Please call patient admission line,open,small_green,Dialysis Center,203
-87.0688,31.1271,404,"31.12714900,-87.06878500",-87.068785,31.127149,DaVita Brewton Dialysis,1023 DOUGLAS AVENUE,BREWTON,AL,36426,Please call patient admission line,open,small_green,Dialysis Center,204
-85.2837,31.5503,405,"31.55029000,-85.28370500",-85.283705,31.55029,DaVita Henry County Dialysis,671 Ozark Road,ABBEVILLE,AL,36310,Please call patient admission line,open,small_green,Dialysis Center,205
-90.0075,32.612,406,"32.61195400,-90.00750300",-90.007503,32.611954,FMC CANTON,1976 MS-43 N.,CANTON,MS,39046,Please call patient admission line,open,small_green,Dialysis Center,206
-90.0504,33.1128,407,"33.11277200,-90.05039200",-90.050392,33.112772,DaVita Renal Care of Lexington,22579 DEPOT STREET,LEXINGTON,MS,39095,Please call patient admission line,open,small_green,Dialysis Center,207
-90.873,32.9038,408,"32.90379400,-90.87299800",-90.872998,32.903794,Fresenius Kidney Care Rolling Fork Dialysis,20019 HWY 61 SOUTH,ROLLING FORK,MS,39159,Please call patient admission line,open,small_green,Dialysis Center,208
-89.5561,31.6298,409,"31.62976800,-89.55607700",-89.556077,31.629768,COLLINS DIALYSIS,15 COVINGTON RIDGE PLACE,COLLINS,MS,39428,Please call patient admission line,open,small_green,Dialysis Center,209
-90.4972,33.1862,410,"33.18622100,-90.49723200",-90.497232,33.186221,Fresenius Kidney Care Belzoni,16451 U.S. HIGHWAY 49,BELZONI,MS,39038,Please call patient admission line,open,small_green,Dialysis Center,210
-88.4318,33.5366,411,"33.53659200,-88.43180700",-88.431807,33.536592,Fresenius Kidney Care Lowdnes County Dialysis,3499 BLUECUTT ROAD,COLUMBUS,MS,39705,Please call patient admission line,open,small_green,Dialysis Center,211
-89.4003,31.3104,412,"31.31040700,-89.40027000",-89.40027,31.310407,HATTIESBURG CLINIC PA,6855 LINCOLN ROAD EXT,HATTIESBURG,MS,39402,Please call patient admission line,open,small_green,Dialysis Center,212
-86.8582,36.1326,413,"36.13259300,-86.85817100",-86.858171,36.132593,DaVita Whitebridge Dialysis,103 WHITE BRIDGE ROAD  #6,NASHVILLE,TN,37209,Please call patient admission line,open,small_green,Dialysis Center,213
-84.1734,35.8964,414,"35.89636200,-84.17344400",-84.173444,35.896362,FMC WEST KNOXVILLE,11305 STATION WEST,KNOXVILLE,TN,37922,Please call patient admission line,open,small_green,Dialysis Center,214
-84.0953,35.922,415,"35.92204200,-84.09527500",-84.095275,35.922042,FMC CEDAR BLUFF,431 PARK 40 NORTH BLVD,KNOXVILLE,TN,37923,Please call patient admission line,open,small_green,Dialysis Center,215
